Successfully patched eventlet.wsgi.ALREADY_HANDLED
2.05, 0.0, 54.50, SWAP, NO, NO
4.17, 0.0, 54.50, SWAP, NO, NO
6.26, 0.0, 54.50, SWAP, NO, NO
8.37, 0.0, 54.50, SWAP, NO, NO
10.57, 0.0, 54.50, SWAP, NO, NO
12.69, 0.0, 54.50, SWAP, NO, NO
14.69, 0.0, 54.75, SWAP, NO, NO
16.69, 4.5, 55.00, SWAP, NO, NO
15.99, 16.0, 55.25, SWAP, NO, NO
18.00, 1.0, 55.25, SWAP, NO, NO
20.01, 8.5, 55.25, SWAP, NO, NO
22.02, 4.5, 55.25, SWAP, NO, NO
24.02, 0.5, 55.25, SWAP, NO, NO
26.02, 0.5, 55.25, SWAP, NO, NO
28.02, 3.0, 55.25, SWAP, NO, NO
30.03, 1.0, 55.25, SWAP, NO, NO
32.03, 0.5, 55.25, SWAP, NO, NO
34.03, 0.5, 55.25, SWAP, NO, NO
36.03, 0.5, 55.25, SWAP, NO, NO
38.03, 0.0, 55.25, SWAP, NO, NO
40.04, 1.0, 55.25, SWAP, NO, NO
42.04, 1.5, 55.25, SWAP, NO, NO
44.04, 1.5, 55.25, SWAP, NO, NO
46.04, 1.5, 55.25, SWAP, NO, NO
45.27, 0.5, 55.25, SWAP, NO, NO
47.27, 0.5, 55.25, SWAP, NO, NO
49.27, 3.5, 55.25, SWAP, NO, NO
51.28, 1.0, 55.25, SWAP, NO, NO
53.28, 0.5, 55.25, SWAP, NO, NO
55.28, 0.0, 55.25, SWAP, NO, NO
57.28, 0.5, 55.25, SWAP, NO, NO
59.39, 0.0, 55.25, SWAP, NO, NO
61.40, 0.0, 55.25, SWAP, NO, NO
63.60, 0.0, 55.25, SWAP, NO, NO
65.64, 0.0, 55.25, SWAP, NO, NO
67.84, 0.0, 55.25, SWAP, NO, NO
69.90, 0.0, 55.25, SWAP, NO, NO
72.00, 0.0, 55.25, SWAP, NO, NO
74.07, 0.0, 55.25, SWAP, NO, NO
76.20, 0.0, 55.25, SWAP, NO, NO
75.38, 0.0, 55.25, SWAP, NO, NO
77.58, 0.0, 55.25, SWAP, NO, NO
79.67, 0.0, 55.25, SWAP, NO, NO
81.71, 0.0, 55.25, SWAP, NO, NO
83.81, 0.0, 55.25, SWAP, NO, NO
85.82, 0.0, 55.25, SWAP, NO, NO
87.85, 0.0, 55.25, SWAP, NO, NO
90.02, 0.0, 55.25, SWAP, NO, NO
92.18, 0.0, 55.25, SWAP, NO, NO
94.30, 0.0, 55.25, SWAP, NO, NO
96.39, 0.0, 55.25, SWAP, NO, NO
98.47, 0.0, 55.25, SWAP, NO, NO
100.67, 0.0, 55.25, SWAP, NO, NO
102.69, 0.0, 55.25, SWAP, NO, NO
104.79, 0.0, 55.25, SWAP, NO, NO
106.81, 0.0, 55.25, SWAP, NO, NO
106.16, 0.0, 55.25, SWAP, NO, NO
108.21, 0.5, 55.25, SWAP, NO, NO
110.25, 0.0, 55.25, SWAP, NO, NO
112.28, 0.0, 55.25, SWAP, NO, NO
114.30, 0.0, 55.25, SWAP, NO, NO
116.31, 0.0, 55.25, SWAP, NO, NO
118.34, 0.0, 55.25, SWAP, NO, NO
120.35, 0.0, 55.25, SWAP, NO, NO
122.43, 0.0, 55.25, SWAP, NO, NO
124.51, 0.0, 55.25, SWAP, NO, NO
126.59, 0.0, 55.25, SWAP, NO, NO
128.68, 0.0, 55.25, SWAP, NO, NO
130.76, 0.0, 55.25, SWAP, NO, NO
132.85, 0.0, 55.25, SWAP, NO, NO
135.05, 0.0, 55.25, SWAP, NO, NO
134.26, 0.0, 55.25, SWAP, NO, NO
136.27, 0.0, 55.25, SWAP, NO, NO
138.42, 0.0, 55.25, SWAP, NO, NO
140.59, 0.5, 55.25, SWAP, NO, NO
142.70, 0.0, 55.25, SWAP, NO, NO
144.88, 0.0, 55.25, SWAP, NO, NO
147.05, 0.0, 55.25, SWAP, NO, NO
149.07, 0.0, 55.25, SWAP, NO, NO
151.27, 0.0, 55.25, SWAP, NO, NO
153.31, 0.0, 55.25, SWAP, NO, NO
155.42, 0.0, 55.25, SWAP, NO, NO
157.47, 0.0, 55.25, SWAP, NO, NO
159.68, 0.0, 55.25, SWAP, NO, NO
161.77, 0.5, 55.25, SWAP, NO, NO
163.97, 0.0, 55.25, SWAP, NO, NO
166.07, 0.0, 55.25, SWAP, NO, NO
165.36, 0.0, 55.25, SWAP, NO, NO
167.48, 0.0, 55.25, SWAP, NO, NO
169.65, 0.0, 55.25, SWAP, NO, NO
