Successfully patched eventlet.wsgi.ALREADY_HANDLED
2.05, 0.0, 54.48, BOX, NO, NO
4.17, 0.0, 54.48, BOX, NO, NO
6.22, 0.0, 54.48, BOX, NO, NO
8.22, 0.0, 54.86, BOX, NO, NO
10.23, 2.0, 54.98, BOX, NO, NO
12.23, 17.4, 55.23, BOX, NO, NO
14.24, 1.0, 55.23, BOX, NO, NO
16.25, 8.0, 55.23, BOX, YES, YES
18.25, 3.0, 55.23, BOX, NO, YES
20.25, 2.0, 55.23, BOX, NO, YES
19.36, 3.5, 55.23, BOX, NO, YES
21.37, 3.5, 55.23, BOX, NO, YES
23.38, 4.5, 55.23, BOX, NO, YES
25.38, 3.5, 55.23, BOX, NO, YES
27.39, 3.0, 55.23, BOX, NO, YES
29.39, 3.0, 55.23, BOX, NO, YES
31.40, 3.0, 55.23, BOX, NO, YES
33.40, 4.5, 55.23, BOX, NO, YES
35.41, 4.5, 55.23, BOX, NO, YES
37.42, 13.0, 55.48, BOX, YES, NO
39.43, 1.0, 55.48, BOX, NO, NO
41.44, 0.5, 55.48, BOX, NO, NO
43.45, 1.0, 55.48, BOX, NO, NO
45.45, 1.0, 55.48, BOX, NO, NO
47.45, 0.5, 55.48, BOX, NO, NO
49.46, 0.0, 55.48, BOX, NO, NO
48.62, 0.5, 55.48, BOX, NO, NO
50.66, 0.0, 55.48, BOX, NO, NO
52.86, 0.0, 55.48, BOX, NO, NO
54.97, 0.0, 55.48, BOX, NO, NO
56.99, 0.0, 55.48, BOX, NO, NO
59.19, 0.0, 55.48, BOX, NO, NO
61.23, 0.0, 55.48, BOX, NO, NO
63.43, 0.0, 55.48, BOX, NO, NO
65.49, 0.0, 55.48, BOX, NO, NO
67.56, 0.0, 55.48, BOX, NO, NO
69.64, 0.0, 55.48, BOX, NO, NO
71.84, 0.0, 55.48, BOX, NO, NO
73.86, 0.0, 55.48, BOX, NO, NO
75.99, 0.0, 55.48, BOX, NO, NO
78.11, 0.0, 55.48, BOX, NO, NO
80.13, 0.0, 55.48, BOX, NO, NO
79.34, 0.5, 55.48, BOX, NO, NO
81.54, 0.0, 55.48, BOX, NO, NO
83.54, 0.0, 55.48, BOX, NO, NO
85.62, 0.0, 55.48, BOX, NO, NO
87.78, 0.0, 55.48, BOX, NO, NO
89.80, 0.0, 55.48, BOX, NO, NO
91.89, 0.0, 55.48, BOX, NO, NO
94.01, 0.0, 55.48, BOX, NO, NO
96.01, 0.0, 55.48, BOX, NO, NO
98.03, 0.0, 55.48, BOX, NO, NO
100.23, 0.0, 55.48, BOX, NO, NO
102.26, 0.0, 55.48, BOX, NO, NO
104.34, 0.0, 55.48, BOX, NO, NO
106.39, 0.0, 55.48, BOX, NO, NO
108.45, 0.0, 55.48, BOX, NO, NO
107.65, 0.0, 55.48, BOX, NO, NO
109.70, 0.0, 55.48, BOX, NO, NO
111.75, 0.0, 55.48, BOX, NO, NO
113.78, 0.0, 55.48, BOX, NO, NO
115.78, 0.0, 55.48, BOX, NO, NO
117.79, 0.0, 55.48, BOX, NO, NO
119.79, 0.0, 55.48, BOX, NO, NO
121.88, 0.0, 55.48, BOX, NO, NO
123.94, 0.0, 55.48, BOX, NO, NO
126.01, 0.0, 55.48, BOX, NO, NO
128.09, 0.0, 55.48, BOX, NO, NO
130.16, 0.0, 55.48, BOX, NO, NO
132.17, 0.0, 55.48, BOX, NO, NO
134.19, 0.0, 55.48, BOX, NO, NO
136.23, 0.0, 55.48, BOX, NO, NO
138.27, 0.0, 55.48, BOX, NO, NO
137.39, 0.0, 55.48, BOX, NO, NO
139.41, 0.0, 55.48, BOX, NO, NO
141.43, 0.0, 55.48, BOX, NO, NO
143.44, 0.0, 55.48, BOX, NO, NO
145.52, 0.0, 55.48, BOX, NO, NO
147.71, 0.0, 55.48, BOX, NO, NO
149.86, 0.0, 55.48, BOX, NO, NO
151.98, 0.0, 55.48, BOX, NO, NO
154.17, 0.5, 55.48, BOX, NO, NO
156.24, 0.0, 55.48, BOX, NO, NO
158.37, 0.0, 55.48, BOX, NO, NO
160.38, 0.0, 55.48, BOX, NO, NO
162.41, 0.5, 55.48, BOX, NO, NO
164.43, 0.0, 55.48, BOX, NO, NO
166.63, 0.0, 55.48, BOX, NO, NO
165.77, 0.0, 55.48, BOX, NO, NO
167.82, 0.0, 55.48, BOX, NO, NO
169.87, 0.0, 55.48, BOX, NO, NO
171.95, 0.0, 55.48, BOX, NO, NO
174.02, 0.0, 55.48, BOX, NO, NO
176.22, 0.0, 55.48, BOX, NO, NO
178.23, 0.0, 55.48, BOX, NO, NO
180.23, 0.0, 55.48, BOX, NO, NO
182.23, 0.0, 55.48, BOX, NO, NO
184.23, 0.0, 55.48, BOX, NO, NO
186.29, 0.0, 55.48, BOX, NO, NO
188.33, 0.0, 55.48, BOX, NO, NO
190.37, 0.0, 55.48, BOX, NO, NO
192.39, 0.0, 55.48, BOX, NO, NO
194.40, 0.0, 55.48, BOX, NO, NO
196.40, 0.0, 55.48, BOX, NO, NO
195.60, 0.0, 55.48, BOX, NO, NO
197.79, 0.0, 55.48, BOX, NO, NO
199.91, 0.0, 55.48, BOX, NO, NO
202.10, 0.0, 55.48, BOX, NO, NO
204.28, 0.0, 55.48, BOX, NO, NO
206.34, 0.5, 55.48, BOX, NO, NO
208.39, 0.0, 55.48, BOX, NO, NO
210.40, 0.0, 55.48, BOX, NO, NO
212.58, 0.0, 55.48, BOX, NO, NO
214.60, 0.0, 55.48, BOX, NO, NO
216.70, 0.0, 55.48, BOX, NO, NO
218.74, 0.0, 55.48, BOX, NO, NO
220.94, 0.0, 55.48, BOX, NO, NO
223.01, 0.0, 55.48, BOX, NO, NO
225.21, 0.0, 55.48, BOX, NO, NO
224.43, 0.0, 55.48, BOX, NO, NO
226.54, 0.0, 55.48, BOX, NO, NO
228.65, 0.0, 55.48, BOX, NO, NO
230.83, 0.0, 55.48, BOX, NO, NO
232.95, 0.0, 55.48, BOX, NO, NO
235.13, 0.0, 55.48, BOX, NO, NO
237.30, 0.0, 55.48, BOX, NO, NO
239.43, 0.0, 55.48, BOX, NO, NO
241.63, 0.0, 55.48, BOX, NO, NO
243.64, 0.0, 55.48, BOX, NO, NO
245.73, 0.0, 55.48, BOX, NO, NO
247.75, 0.0, 55.48, BOX, NO, NO
249.96, 0.0, 55.48, BOX, NO, NO
252.01, 0.0, 55.48, BOX, NO, NO
254.10, 0.0, 55.48, BOX, NO, NO
256.17, 0.0, 55.48, BOX, NO, NO
255.38, 0.0, 55.48, BOX, NO, NO
257.46, 0.0, 55.48, BOX, NO, NO
259.66, 0.0, 55.48, BOX, NO, NO
261.77, 0.5, 55.48, BOX, NO, NO
263.97, 0.0, 55.48, BOX, NO, NO
266.10, 0.0, 55.48, BOX, NO, NO
268.21, 0.0, 55.48, BOX, NO, NO
270.37, 0.0, 55.48, BOX, NO, NO
272.57, 0.0, 55.48, BOX, NO, NO
274.70, 0.0, 55.48, BOX, NO, NO
276.70, 0.0, 55.48, BOX, NO, NO
278.90, 0.0, 55.48, BOX, NO, NO
280.94, 0.0, 55.48, BOX, NO, NO
283.14, 0.0, 55.48, BOX, NO, NO
285.19, 0.0, 55.48, BOX, NO, NO
284.42, 0.0, 55.48, BOX, NO, NO
286.49, 0.0, 55.48, BOX, NO, NO
288.60, 0.0, 55.48, BOX, NO, NO
290.69, 0.0, 55.48, BOX, NO, NO
292.89, 0.0, 55.48, BOX, NO, NO
295.01, 0.0, 55.48, BOX, NO, NO
297.14, 0.0, 55.48, BOX, NO, NO
299.28, 0.0, 55.48, BOX, NO, NO
301.49, 0.0, 55.48, BOX, NO, NO
303.62, 0.0, 55.48, BOX, NO, NO
305.82, 0.5, 55.48, BOX, NO, NO
308.02, 0.0, 55.48, BOX, NO, NO
310.06, 0.0, 55.48, BOX, NO, NO
312.13, 0.0, 55.48, BOX, NO, NO
314.17, 0.0, 55.48, BOX, NO, NO
313.31, 0.0, 55.48, BOX, NO, NO
315.37, 0.0, 55.48, BOX, NO, NO
317.56, 0.0, 55.48, BOX, NO, NO
319.63, 0.0, 55.48, BOX, NO, NO
321.70, 0.0, 55.48, BOX, NO, NO
323.70, 0.0, 55.48, BOX, NO, NO
325.91, 0.0, 55.48, BOX, NO, NO
327.93, 0.0, 55.48, BOX, NO, NO
330.00, 0.0, 55.48, BOX, NO, NO
332.13, 0.0, 55.48, BOX, NO, NO
334.15, 0.0, 55.48, BOX, NO, NO
336.19, 0.0, 55.48, BOX, NO, NO
338.39, 0.0, 55.48, BOX, NO, NO
340.46, 0.0, 55.48, BOX, NO, NO
342.66, 0.0, 55.48, BOX, NO, NO
344.67, 0.0, 55.48, BOX, NO, NO
343.83, 0.0, 55.48, BOX, NO, NO
346.03, 0.5, 55.48, BOX, NO, NO
348.05, 0.0, 55.48, BOX, NO, NO
350.09, 0.0, 55.48, BOX, NO, NO
352.10, 0.0, 55.48, BOX, NO, NO
354.20, 0.0, 55.48, BOX, NO, NO
356.23, 0.0, 55.48, BOX, NO, NO
358.43, 0.0, 55.48, BOX, NO, NO
360.44, 0.0, 55.48, BOX, NO, NO
362.54, 0.0, 55.48, BOX, NO, NO
364.58, 0.0, 55.48, BOX, NO, NO
366.78, 0.0, 55.48, BOX, NO, NO
368.87, 0.0, 55.48, BOX, NO, NO
371.00, 0.0, 55.48, BOX, NO, NO
373.11, 0.0, 55.48, BOX, NO, NO
372.28, 0.0, 55.48, BOX, NO, NO
374.29, 0.5, 55.48, BOX, NO, NO
376.31, 0.0, 55.48, BOX, NO, NO
378.36, 0.0, 55.48, BOX, NO, NO
380.54, 0.0, 55.48, BOX, NO, NO
382.69, 0.0, 55.48, BOX, NO, NO
384.80, 0.0, 55.48, BOX, NO, NO
