Successfully patched eventlet.wsgi.ALREADY_HANDLED
2.04, 0.0, 54.51, SWAP, NO, NO
4.09, 0.0, 54.51, SWAP, NO, NO
6.18, 0.0, 54.51, SWAP, NO, NO
8.36, 0.0, 54.51, SWAP, NO, NO
10.38, 0.0, 54.51, SWAP, NO, NO
12.49, 0.0, 54.51, SWAP, NO, NO
14.49, 0.0, 54.76, SWAP, NO, NO
16.49, 0.0, 54.76, SWAP, NO, NO
18.49, 20.0, 55.26, SWAP, NO, NO
20.50, 2.0, 55.26, SWAP, NO, NO
22.50, 5.0, 55.26, SWAP, NO, NO
24.50, 5.5, 55.26, SWAP, NO, NO
26.51, 4.0, 55.39, SWAP, NO, NO
25.67, 0.5, 55.39, SWAP, NO, NO
27.67, 3.0, 55.39, SWAP, NO, NO
29.68, 3.0, 55.39, SWAP, NO, NO
31.68, 0.0, 55.39, SWAP, NO, NO
33.68, 0.5, 55.39, SWAP, NO, NO
35.68, 0.5, 55.39, SWAP, NO, NO
37.68, 0.0, 55.39, SWAP, NO, NO
39.68, 0.0, 55.51, SWAP, NO, NO
41.69, 1.0, 55.51, SWAP, NO, NO
43.69, 1.5, 55.51, SWAP, NO, NO
45.69, 1.0, 55.51, SWAP, NO, NO
47.69, 1.0, 55.51, SWAP, NO, NO
49.69, 1.0, 55.51, SWAP, NO, NO
51.69, 1.5, 55.51, SWAP, NO, NO
53.69, 2.0, 55.51, SWAP, NO, NO
55.70, 0.0, 55.51, SWAP, NO, NO
54.86, 0.5, 55.51, SWAP, NO, NO
56.91, 0.0, 55.51, SWAP, NO, NO
59.03, 0.0, 55.51, SWAP, NO, NO
61.05, 0.0, 55.51, SWAP, NO, NO
63.06, 0.0, 55.51, SWAP, NO, NO
65.23, 0.0, 55.51, SWAP, NO, NO
67.27, 0.5, 55.51, SWAP, NO, NO
69.34, 0.0, 55.51, SWAP, NO, NO
71.38, 0.0, 55.51, SWAP, NO, NO
73.47, 0.0, 55.51, SWAP, NO, NO
75.53, 0.0, 55.51, SWAP, NO, NO
77.72, 0.0, 55.51, SWAP, NO, NO
79.75, 0.0, 55.51, SWAP, NO, NO
81.95, 0.0, 55.51, SWAP, NO, NO
84.05, 0.0, 55.51, SWAP, NO, NO
86.09, 0.0, 55.51, SWAP, NO, NO
85.32, 0.0, 55.51, SWAP, NO, NO
87.44, 0.0, 55.51, SWAP, NO, NO
89.53, 0.5, 55.51, SWAP, NO, NO
91.73, 0.0, 55.51, SWAP, NO, NO
93.78, 0.0, 55.51, SWAP, NO, NO
95.86, 0.0, 55.51, SWAP, NO, NO
98.02, 0.0, 55.51, SWAP, NO, NO
100.14, 0.0, 55.51, SWAP, NO, NO
102.24, 0.0, 55.51, SWAP, NO, NO
104.25, 0.0, 55.51, SWAP, NO, NO
106.37, 0.0, 55.51, SWAP, NO, NO
108.40, 0.0, 55.51, SWAP, NO, NO
110.46, 0.0, 55.51, SWAP, NO, NO
112.50, 0.0, 55.51, SWAP, NO, NO
114.58, 0.0, 55.51, SWAP, NO, NO
113.76, 0.0, 55.51, SWAP, NO, NO
115.79, 0.0, 55.51, SWAP, NO, NO
117.83, 0.0, 55.51, SWAP, NO, NO
119.96, 0.0, 55.51, SWAP, NO, NO
122.03, 0.0, 55.51, SWAP, NO, NO
124.10, 0.0, 55.51, SWAP, NO, NO
126.18, 0.0, 55.51, SWAP, NO, NO
128.37, 0.0, 55.51, SWAP, NO, NO
130.41, 0.0, 55.51, SWAP, NO, NO
132.61, 0.5, 55.51, SWAP, NO, NO
134.75, 0.0, 55.51, SWAP, NO, NO
136.86, 0.0, 55.51, SWAP, NO, NO
