20260130181846,10.0.0.10,45564,10.0.0.1,5001,2,0.0-1.0,8820,70560,2.205,0,6,0.000,0
20260130181846,10.0.0.9,39654,10.0.0.1,5001,4,0.0-1.0,8820,70560,2.658,0,6,0.000,0
20260130181846,10.0.0.8,60359,10.0.0.1,5001,5,0.0-1.0,8820,70560,2.287,0,6,0.000,0
20260130181846,10.0.0.5,46619,10.0.0.1,5001,8,0.0-1.0,8820,70560,2.159,0,6,0.000,0
20260130181846,10.0.0.4,53245,10.0.0.1,5001,1,0.0-1.0,10290,82320,2.372,0,6,0.000,1
20260130181846,10.0.0.12,45177,10.0.0.1,5001,9,0.0-1.0,10290,82320,4.543,0,6,0.000,1
20260130181846,10.0.0.13,35615,10.0.0.1,5001,10,0.0-1.0,8820,70560,4.615,0,6,0.000,0
20260130181846,10.0.0.14,43193,10.0.0.1,5001,11,0.0-1.0,8820,70560,4.825,0,6,0.000,0
20260130181846,10.0.0.21,37539,10.0.0.1,5001,12,0.0-1.0,8820,70560,4.521,0,6,0.000,0
20260130181846,10.0.0.22,33799,10.0.0.1,5001,13,0.0-1.0,8820,70560,4.552,0,6,0.000,0
20260130181846,10.0.0.15,43069,10.0.0.1,5001,14,0.0-1.0,8820,70560,4.947,0,6,0.000,0
20260130181846,10.0.0.16,39993,10.0.0.1,5001,16,0.0-1.0,10290,82320,5.162,0,6,0.000,1
20260130181846,10.0.0.6,56499,10.0.0.1,5001,3,0.0-1.0,8820,70560,1.857,0,6,0.000,0
20260130181846,10.0.0.2,50404,10.0.0.1,5001,6,0.0-1.0,8820,70560,1.988,0,6,0.000,0
20260130181846,10.0.0.7,42824,10.0.0.1,5001,7,0.0-1.0,8820,70560,2.290,0,6,0.000,0
20260130181846,10.0.0.25,51481,10.0.0.1,5001,20,0.0-1.0,8820,70560,5.334,0,6,0.000,0
20260130181846,10.0.0.24,55242,10.0.0.1,5001,21,0.0-1.0,8820,70560,5.178,0,6,0.000,0
20260130181846,10.0.0.26,34884,10.0.0.1,5001,22,0.0-1.0,8820,70560,5.295,0,6,0.000,0
20260130181846,10.0.0.27,37566,10.0.0.1,5001,23,0.0-1.0,8820,70560,5.342,0,6,0.000,0
20260130181846,10.0.0.32,53848,10.0.0.1,5001,24,0.0-1.0,8820,70560,4.875,0,6,0.000,0
20260130181846,10.0.0.33,51652,10.0.0.1,5001,25,0.0-1.0,8820,70560,5.181,0,6,0.000,0
20260130181846,10.0.0.28,38561,10.0.0.1,5001,26,0.0-1.0,8820,70560,5.223,0,6,0.000,0
20260130181846,10.0.0.29,59557,10.0.0.1,5001,28,0.0-1.0,8820,70560,4.968,0,6,0.000,0
20260130181846,10.0.0.23,57379,10.0.0.1,5001,15,0.0-1.0,8820,70560,4.658,0,6,0.000,0
20260130181846,10.0.0.18,47418,10.0.0.1,5001,17,0.0-1.0,8820,70560,5.467,0,6,0.000,0
20260130181846,10.0.0.20,58828,10.0.0.1,5001,18,0.0-1.0,8820,70560,4.951,0,6,0.000,0
20260130181846,10.0.0.31,41345,10.0.0.1,5001,19,0.0-1.0,8820,70560,4.347,0,6,0.000,0
20260130181846,10.0.0.38,48858,10.0.0.1,5001,33,0.0-1.0,8820,70560,4.926,0,6,0.000,0
20260130181846,10.0.0.39,56838,10.0.0.1,5001,34,0.0-1.0,8820,70560,4.804,0,6,0.000,0
20260130181846,10.0.0.40,37981,10.0.0.1,5001,35,0.0-1.0,8820,70560,4.897,0,6,0.000,0
20260130181846,10.0.0.34,58379,10.0.0.1,5001,27,0.0-1.0,8820,70560,5.023,0,6,0.000,0
20260130181846,10.0.0.30,59197,10.0.0.1,5001,29,0.0-1.0,8820,70560,4.948,0,6,0.000,0
20260130181846,10.0.0.35,56357,10.0.0.1,5001,30,0.0-1.0,8820,70560,5.023,0,6,0.000,0
20260130181846,10.0.0.36,46761,10.0.0.1,5001,31,0.0-1.0,8820,70560,5.016,0,6,0.000,0
20260130181846,10.0.0.37,58901,10.0.0.1,5001,32,0.0-1.0,8820,70560,5.017,0,6,0.000,0
20260130181846,10.0.0.11,43906,10.0.0.1,5001,37,0.0-1.0,8820,70560,0.627,1,7,14.286,0
20260130181846,10.0.0.3,57078,10.0.0.1,5001,36,0.0-1.0,8820,70560,1.717,1,7,14.286,0
20260130181846,10.0.0.19,56323,10.0.0.1,5001,39,0.0-1.0,8820,70560,2.609,1,7,14.286,0
20260130181846,10.0.0.17,42559,10.0.0.1,5001,38,0.0-1.0,8820,70560,1.538,1,7,14.286,0
20260130181847,10.0.0.4,53245,10.0.0.1,5001,1,1.0-2.0,5880,47040,2.438,0,4,0.000,0
20260130181847,10.0.0.10,45564,10.0.0.1,5001,2,1.0-2.0,5880,47040,1.982,0,4,0.000,0
20260130181847,10.0.0.6,56499,10.0.0.1,5001,3,1.0-2.0,5880,47040,1.695,0,4,0.000,0
20260130181847,10.0.0.9,39654,10.0.0.1,5001,4,1.0-2.0,5880,47040,2.909,0,4,0.000,0
20260130181847,10.0.0.8,60359,10.0.0.1,5001,5,1.0-2.0,5880,47040,1.866,0,4,0.000,0
20260130181847,10.0.0.7,42824,10.0.0.1,5001,7,1.0-2.0,5880,47040,2.382,0,4,0.000,0
20260130181847,10.0.0.2,50404,10.0.0.1,5001,6,1.0-2.0,5880,47040,1.819,0,4,0.000,0
20260130181847,10.0.0.5,46619,10.0.0.1,5001,8,1.0-2.0,5880,47040,2.407,0,4,0.000,0
